"Laius (mm)","Paksus (mm)","Dimensiooniühik","Nimi","Toote mall","Toote mall/Nimi","Laius (mm)","Pikkus (mm)","Paksus (mm)","Lukusta laius?","Lukusta pikkus?","Lukusta paksus?","ID","Pikkus (mm)"
"100.0","19.0","mm","Haab 19x100 S4S","Haab 19x100 S4S","Haab 19x100 S4S","0.0","0.0","0.0","","","","18978","3300.0"
"100.0","19.0","mm","Haab 19x100 S4S","Haab 19x100 S4S","Haab 19x100 S4S","0.0","0.0","0.0","","","","18979","3600.0"
"100.0","19.0","mm","Haab 19x100 S4S","Haab 19x100 S4S","Haab 19x100 S4S","0.0","0.0","0.0","","","","18980","3900.0"
"100.0","19.0","mm","Haab 19x100 S4S","Haab 19x100 S4S","Haab 19x100 S4S","0.0","0.0","0.0","","","","18963","600.0"
"100.0","19.0","mm","Haab 19x100 S4S","Haab 19x100 S4S","Haab 19x100 S4S","0.0","0.0","0.0","","","","18981","700.0"
"100.0","19.0","mm","Haab 19x100 S4S","Haab 19x100 S4S","Haab 19x100 S4S","0.0","0.0","0.0","","","","18964","800.0"
"100.0","19.0","mm","Haab 19x100 S4S","Haab 19x100 S4S","Haab 19x100 S4S","0.0","0.0","0.0","","","","18982","900.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19095","1500.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19096","1650.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19097","1800.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19098","1950.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19099","2100.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19100","2250.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19101","2400.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19102","2550.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19103","2700.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19104","2850.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19105","3000.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19106","1500.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19107","1650.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19108","1800.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19109","1950.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19110","2100.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19111","2250.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19112","2400.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19113","2550.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19114","2700.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19115","2850.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19116","3000.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19117","1500.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19118","1650.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19119","1800.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19120","1950.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19121","2100.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19122","2250.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19123","2400.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19124","2550.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19125","2700.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19126","2850.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19127","3000.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19084","1500.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19085","1650.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19086","1800.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19087","1950.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19088","2100.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19089","2250.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19090","2400.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19091","2550.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19092","2700.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19093","2850.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19094","3000.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19128","1500.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19129","1650.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19130","1800.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19131","1950.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19132","2100.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19133","2250.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19134","2400.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19135","2550.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19136","2700.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19137","2850.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19138","3000.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19139","1500.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19140","1650.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19141","1800.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19142","1950.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19143","2100.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19144","2250.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19145","2400.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19146","2550.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19147","2700.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19148","2850.0"
"130.0","19.0","mm","Haab 19x130 S4S","Haab 19x130 S4S","Haab 19x130 S4S","0.0","0.0","0.0","","","","19149","3000.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19240","1800.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19241","1950.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19242","2100.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19243","2250.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19244","2400.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19245","2550.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19246","2700.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19247","2850.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19248","3000.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19249","1800.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19250","1950.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19251","2100.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19252","2250.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19253","2400.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19254","2550.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19255","2700.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19256","2850.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19257","3000.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19258","1800.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19259","1950.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19260","2100.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19261","2250.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19262","2400.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19263","2550.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19264","2700.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19265","2850.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19266","3000.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19231","1800.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19232","1950.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19233","2100.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19234","2250.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19235","2400.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19236","2550.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19237","2700.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19238","2850.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19239","3000.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19267","1800.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19268","1950.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19269","2100.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19270","2250.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19271","2400.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19272","2550.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19273","2700.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19274","2850.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19275","3000.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19276","1800.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19277","1950.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19278","2100.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19279","2250.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19280","2400.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19281","2550.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19282","2700.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19283","2850.0"
"150.0","19.0","mm","Haab 19x150 S4S","Haab 19x150 S4S","Haab 19x150 S4S","0.0","0.0","0.0","","","","19284","3000.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19365","1800.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19366","1950.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19367","2100.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19368","2250.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19369","2400.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19370","2550.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19371","2700.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19372","2850.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19373","3000.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19374","1800.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19375","1950.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19376","2100.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19377","2250.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19378","2400.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19379","2550.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19380","2700.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19381","2850.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19382","3000.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19356","1800.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19357","1950.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19358","2100.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19359","2250.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19360","2400.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19361","2550.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19362","2700.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19363","2850.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19364","3000.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19383","1800.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19384","1950.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19385","2100.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19386","2250.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19387","2400.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19388","2550.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19389","2700.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19390","2850.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19391","3000.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19392","1800.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19393","1950.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19394","2100.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19395","2250.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19396","2400.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19397","2550.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19398","2700.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19399","2850.0"
"175.0","19.0","mm","Haab 19x175 S4S","Haab 19x175 S4S","Haab 19x175 S4S","0.0","0.0","0.0","","","","19400","3000.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18578","2100.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18579","2250.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18580","2400.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18581","2100.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18582","2250.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18583","2400.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18575","2100.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18576","2250.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18577","2400.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18584","2100.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18585","2250.0"
"50.0","19.0","mm","Haab 19x50 S4S","Haab 19x50 S4S","Haab 19x50 S4S","0.0","0.0","0.0","","","","18586","2400.0"
"75.0","19.0","mm","Haab 19x75 S4S","Haab 19x75 S4S","Haab 19x75 S4S","0.0","0.0","0.0","","","","18649","1500.0"
"75.0","19.0","mm","Haab 19x75 S4S","Haab 19x75 S4S","Haab 19x75 S4S","0.0","0.0","0.0","","","","18650","1650.0"
"75.0","19.0","mm","Haab 19x75 S4S","Haab 19x75 S4S","Haab 19x75 S4S","0.0","0.0","0.0","","","","18651","1800.0"
"75.0","19.0","mm","Haab 19x75 S4S","Haab 19x75 S4S","Haab 19x75 S4S","0.0","0.0","0.0","","","","18652","1950.0"
"75.0","19.0","mm","Haab 19x75 S4S","Haab 19x75 S4S","Haab 19x75 S4S","0.0","0.0","0.0","","","","18653","2100.0"
